,1,6,0,2,3,5,7,8,9,10,11,13,12,4,14
31721, Private, Handlers-cleaners,30,377017, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,32,10,0
31722, Private, Handlers-cleaners,58,192806, 7th-8th, Never-married, Not-in-family, White, Female,0,0, United-States,33,4,0
31723, ?, ?,31,259120, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,10,10,0
31724, Local-gov, Adm-clerical,45,234195, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,35,9,0
31725, Private, Adm-clerical,30,147596, Some-college, Divorced, Unmarried, Black, Female,0,0, United-States,40,10,0
31726, Private, Prof-specialty,42,147251, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,36,10,0
31727, Private, Exec-managerial,50,176157, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,14,1
31728, Local-gov, Protective-serv,25,176162, Assoc-voc, Never-married, Own-child, White, Male,0,0, United-States,30,11,0
31729, Private, Exec-managerial,34,384150, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
31730, Private, Sales,50,107665, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
31731, ?, ?,72,82635, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,7,0
31732, State-gov, Prof-specialty,60,165827, Doctorate, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,16,0
31733, Private, Prof-specialty,41,287306, Assoc-acdm, Married-civ-spouse, Husband, White, Male,15024,0, United-States,60,12,1
31734, Self-emp-not-inc, Farming-fishing,71,78786, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,10,4,0
31735, Self-emp-not-inc, Other-service,40,33310, Prof-school, Divorced, Not-in-family, White, Female,0,2339, United-States,35,15,0
31736, Private, Exec-managerial,22,349368, Bachelors, Never-married, Own-child, White, Female,0,0, United-States,30,13,0
31737, Private, Prof-specialty,52,117674, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,38,13,0
31738, Private, Handlers-cleaners,30,310889, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,55,10,0
31739, ?, ?,36,187167, HS-grad, Separated, Not-in-family, White, Female,0,0, United-States,30,9,0
31740, Private, Machine-op-inspct,40,379919, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
31741, Federal-gov, Sales,31,34862, Assoc-acdm, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, United-States,40,12,0
31742, Private, Exec-managerial,44,201723, Bachelors, Married-civ-spouse, Husband, White, Male,15024,0, United-States,45,13,1
31743, Local-gov, Prof-specialty,38,161463, Prof-school, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,15,1
31744, Private, Exec-managerial,46,186410, Prof-school, Never-married, Not-in-family, White, Male,0,0, United-States,50,15,1
31745, Federal-gov, Exec-managerial,57,62020, Prof-school, Divorced, Not-in-family, Black, Male,0,0, United-States,55,15,1
31746, Private, Transport-moving,39,42044, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,7,0
31747, Private, Exec-managerial,42,170230, Bachelors, Divorced, Not-in-family, White, Female,0,0, United-States,55,13,1
31748, Private, Sales,43,341358, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
31749, Private, Sales,22,199426, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,17,10,0
31750, Private, Craft-repair,44,89172, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,1
31751, ?, ?,22,148955, Some-college, Never-married, Own-child, Asian-Pac-Islander, Female,0,0, South,15,10,0
31752, Private, Sales,37,140673, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,10,1
31753, ?, ?,20,71788, Some-college, Never-married, Own-child, White, Female,0,0, United-States,18,10,0
31754, State-gov, Adm-clerical,26,326033, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,80,13,0
31755, Private, Other-service,35,129305, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,30,9,0
31756, Private, Handlers-cleaners,28,171067, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,40,9,0
31757, Private, Adm-clerical,34,143582, Some-college, Never-married, Not-in-family, Asian-Pac-Islander, Female,0,0, Japan,35,10,0
31758, ?, ?,17,171461, 10th, Never-married, Own-child, White, Female,0,0, United-States,20,6,0
31759, Private, Machine-op-inspct,18,257980, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,40,9,0
31760, Private, Machine-op-inspct,25,182866, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
31761, Self-emp-inc, Craft-repair,44,69333, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,1
31762, Private, Handlers-cleaners,61,668362, 1st-4th, Widowed, Not-in-family, White, Female,0,0, United-States,40,2,0
31763, Private, Exec-managerial,39,132879, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,10,1
31764, Private, Prof-specialty,61,181219, Bachelors, Married-civ-spouse, Husband, White, Male,0,1848, United-States,40,13,1
31765, ?, ?,19,166018, Some-college, Never-married, Own-child, White, Female,0,0, United-States,40,10,0
31766, Private, Adm-clerical,22,120518, HS-grad, Widowed, Own-child, White, Female,0,0, United-States,40,9,0
31767, Private, Handlers-cleaners,19,183532, Some-college, Never-married, Own-child, White, Male,0,0, United-States,25,10,0
31768, Private, Tech-support,45,49298, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,40,13,0
31769, Private, Adm-clerical,20,157332, Some-college, Never-married, Own-child, White, Female,0,0, United-States,25,10,0
31770, Private, Machine-op-inspct,37,213726, HS-grad, Divorced, Not-in-family, Asian-Pac-Islander, Female,0,0, Philippines,40,9,0
31771, Private, Craft-repair,26,31143, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
31772, ?, ?,17,256173, 10th, Never-married, Own-child, White, Female,0,0, United-States,15,6,0
31773, Private, Exec-managerial,26,184872, Bachelors, Married-civ-spouse, Wife, White, Female,0,0, United-States,55,13,1
31774, Private, Other-service,58,202652, HS-grad, Separated, Unmarried, White, Female,0,0, Dominican-Republic,40,9,0
31775, ?, ?,61,101602, Doctorate, Married-civ-spouse, Husband, White, Male,0,0, United-States,25,16,1
31776, Private, Sales,64,60940, HS-grad, Widowed, Not-in-family, White, Female,8614,0, France,50,9,1
31777, Private, Sales,19,292590, HS-grad, Married-civ-spouse, Other-relative, White, Female,0,0, United-States,25,9,0
31778, Private, Handlers-cleaners,36,141420, Bachelors, Divorced, Not-in-family, White, Male,0,0, United-States,30,13,0
31779, Private, Adm-clerical,47,159389, Assoc-acdm, Never-married, Not-in-family, White, Female,0,0, United-States,40,12,0
31780, Private, Sales,62,254534, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
31781, State-gov, Prof-specialty,36,89508, Prof-school, Never-married, Not-in-family, White, Male,0,0, United-States,40,15,0
31782, Self-emp-not-inc, Sales,38,238980, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,60,10,0
31783, Private, Craft-repair,54,178946, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,48,9,1
31784, Private, Exec-managerial,31,204752, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,50,13,0
31785, Private, Farming-fishing,26,290213, Some-college, Separated, Own-child, White, Male,0,0, United-States,40,10,0
31786, Private, Exec-managerial,50,102615, HS-grad, Married-civ-spouse, Husband, White, Male,0,1902, United-States,40,9,1
31787, Private, Tech-support,41,291965, Some-college, Never-married, Unmarried, Asian-Pac-Islander, Female,0,0, Philippines,40,10,0
31788, Local-gov, Protective-serv,52,175339, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
31789, Private, Other-service,28,90547, HS-grad, Married-civ-spouse, Wife, Black, Female,0,0, United-States,23,9,0
31790, ?, ?,23,449101, HS-grad, Married-civ-spouse, Own-child, White, Female,0,0, United-States,30,9,0
31791, Self-emp-not-inc, Exec-managerial,46,101722, Some-college, Married-civ-spouse, Husband, White, Male,3137,0, United-States,40,10,0
31792, ?, ?,32,981628, HS-grad, Divorced, Unmarried, Black, Male,0,0, United-States,40,9,0
31793, ?, ?,59,147989, HS-grad, Widowed, Not-in-family, White, Female,0,0, United-States,35,9,0
31794, Self-emp-inc, Exec-managerial,30,204470, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,36,10,1
31795, Local-gov, Prof-specialty,58,311409, Masters, Married-civ-spouse, Husband, Black, Male,7688,0, United-States,30,14,1
31796, Private, Other-service,31,190027, HS-grad, Never-married, Other-relative, Black, Female,0,0, ?,40,9,0
31797, Private, Machine-op-inspct,36,218015, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,48,10,0
31798, State-gov, Other-service,31,77634, Preschool, Never-married, Not-in-family, White, Male,0,0, United-States,24,1,0
31799, Self-emp-not-inc, Prof-specialty,52,42984, Prof-school, Married-civ-spouse, Husband, White, Male,0,0, United-States,70,15,1
31800, Private, Exec-managerial,29,413297, Some-college, Married-civ-spouse, Husband, White, Male,3411,0, Mexico,70,10,0
31801, Self-emp-not-inc, Sales,48,218835, Masters, Married-civ-spouse, Husband, White, Male,0,0, England,50,14,0
31802, Private, Exec-managerial,30,341051, Masters, Married-civ-spouse, Husband, White, Male,15024,0, United-States,60,14,1
31803, Private, Transport-moving,58,252419, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,7,0
31804, Federal-gov, Protective-serv,20,347935, Some-college, Never-married, Own-child, Black, Male,0,0, United-States,40,10,0
31805, Private, Other-service,19,237848, Some-college, Never-married, Own-child, White, Male,0,0, United-States,3,10,0
31806, Private, Other-service,63,174826, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
31807, Self-emp-not-inc, Tech-support,51,170086, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,13,1
31808, Private, Adm-clerical,53,470368, Assoc-acdm, Divorced, Unmarried, White, Female,0,0, United-States,48,12,0
31809, Federal-gov, Exec-managerial,54,75235, HS-grad, Married-civ-spouse, Husband, White, Male,5178,0, United-States,40,9,1
31810, ?, ?,35,35854, Some-college, Never-married, Own-child, White, Female,0,0, United-States,40,10,0
31811, Private, Handlers-cleaners,26,746432, HS-grad, Never-married, Own-child, Black, Male,0,0, United-States,48,9,0
31812, Self-emp-not-inc, Other-service,47,258498, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,52,10,0
31813, Private, Exec-managerial,44,176063, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,13,0
31814, Self-emp-not-inc, Farming-fishing,80,26865, 7th-8th, Never-married, Unmarried, White, Male,0,0, United-States,20,4,0
31815, Private, Prof-specialty,55,104724, Doctorate, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,16,1
31816, Private, Prof-specialty,43,346321, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,14,1
31817, Private, Transport-moving,49,402462, Bachelors, Married-spouse-absent, Unmarried, White, Male,0,0, Columbia,30,13,0
31818, Private, Prof-specialty,27,153078, Prof-school, Never-married, Own-child, Asian-Pac-Islander, Male,0,0, United-States,40,15,0
31819, Private, Exec-managerial,42,176063, Assoc-voc, Married-civ-spouse, Husband, White, Male,15024,0, United-States,55,11,1
31820, Private, Handlers-cleaners,39,451059, 9th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,5,0
31821, ?, ?,36,229533, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
31822, Private, Adm-clerical,32,106437, HS-grad, Separated, Unmarried, White, Female,0,0, United-States,40,9,0
31823, Local-gov, Adm-clerical,58,294313, Some-college, Married-civ-spouse, Wife, Black, Female,0,0, United-States,55,10,0
31824, Private, Farming-fishing,63,67903, 9th, Separated, Not-in-family, Black, Male,0,0, United-States,40,5,0
31825, Private, Adm-clerical,49,133669, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
31826, Self-emp-inc, Protective-serv,36,251730, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,10,1
31827, Private, Exec-managerial,46,72896, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,10,0
31828, Private, Exec-managerial,47,155664, Masters, Married-civ-spouse, Husband, White, Male,99999,0, United-States,55,14,1
31829, Private, Adm-clerical,39,206520, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,45,9,0
31830, Private, Exec-managerial,33,72338, Prof-school, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, Japan,65,15,1
31831, Local-gov, Exec-managerial,43,34640, HS-grad, Married-civ-spouse, Husband, Other, Male,0,1887, United-States,40,9,1
31832, Private, Prof-specialty,30,236543, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,68,10,0
31833, Local-gov, Adm-clerical,39,43702, Assoc-voc, Married-civ-spouse, Wife, White, Female,0,0, United-States,37,11,0
31834, Private, Adm-clerical,44,335248, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,40,10,0
31835, Private, Tech-support,27,198197, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,45,13,0
31836, ?, ?,80,281768, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,4,12,0
31837, Private, Prof-specialty,31,160594, Assoc-acdm, Never-married, Own-child, White, Male,0,0, United-States,3,12,0
31838, Local-gov, Prof-specialty,34,231826, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, El-Salvador,40,9,0
31839, Private, Transport-moving,28,188171, Assoc-acdm, Never-married, Own-child, White, Male,0,0, United-States,60,12,0
31840, Private, Machine-op-inspct,55,125000, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
31841, Private, Craft-repair,36,166509, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
31842, Private, Transport-moving,42,402367, Some-college, Married-civ-spouse, Husband, Black, Male,7688,0, United-States,45,10,1
31843, Local-gov, Prof-specialty,67,204123, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,10,13,0
31844, Self-emp-inc, Sales,53,220786, Some-college, Widowed, Not-in-family, White, Female,0,0, United-States,60,10,0
31845, Private, Craft-repair,43,254146, Some-college, Married-civ-spouse, Husband, White, Male,0,1902, United-States,40,10,1
31846, Local-gov, Tech-support,29,152461, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,42,13,0
31847, Private, Other-service,19,223669, Some-college, Never-married, Own-child, White, Male,0,0, United-States,30,10,0
31848, Private, Sales,51,120270, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
31849, Self-emp-not-inc, Farming-fishing,21,304602, Assoc-voc, Never-married, Own-child, White, Male,0,0, United-States,98,11,0
31850, Private, Exec-managerial,54,24108, Some-college, Separated, Not-in-family, White, Female,0,0, United-States,40,10,0
31851, Self-emp-not-inc, Prof-specialty,42,32546, Prof-school, Divorced, Unmarried, White, Male,7430,0, United-States,40,15,1
31852, Private, Sales,41,93885, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,48,10,0
31853, Private, Craft-repair,28,210765, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
31854, Private, Handlers-cleaners,31,191276, Assoc-voc, Divorced, Unmarried, White, Female,0,0, United-States,40,11,0
31855, Self-emp-not-inc, Farming-fishing,82,71438, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,9,0
31856, Private, Prof-specialty,23,330571, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,16,13,0
31857, Local-gov, Exec-managerial,40,138634, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
